,date,open,close,high,low,volume,code
0,2017-01-03,11.77,11.81,11.829,11.681,33196.0,601360
1,2017-01-04,11.76,11.938,11.977,11.701,29360.0,601360
2,2017-01-05,11.928,11.859,12.125,11.849,30703.0,601360
3,2017-01-06,11.8,11.82,11.908,11.78,17686.0,601360
4,2017-01-09,11.79,11.839,11.898,11.731,19194.0,601360
5,2017-01-10,11.869,11.77,11.869,11.741,17681.0,601360
6,2017-01-11,11.77,11.612,11.82,11.602,20806.0,601360
7,2017-01-12,11.602,11.405,11.681,11.366,17666.0,601360
8,2017-01-13,11.484,11.326,11.662,11.297,31434.0,601360
9,2017-01-16,11.405,10.951,11.405,10.576,27962.0,601360
10,2017-01-17,10.941,11.03,11.07,10.675,21388.0,601360
11,2017-01-18,11.011,10.892,11.109,10.863,21678.0,601360
12,2017-01-19,10.853,10.833,10.892,10.724,21207.0,601360
13,2017-01-20,10.823,11.05,11.089,10.764,21784.0,601360
14,2017-01-23,11.001,11.247,11.306,11.001,21765.0,601360
15,2017-01-24,11.247,11.336,11.395,11.168,24985.0,601360
16,2017-01-25,11.267,11.287,11.415,11.247,16731.0,601360
17,2017-01-26,11.405,11.336,11.405,11.247,17397.0,601360
18,2017-02-03,11.326,11.228,11.326,11.139,15613.0,601360
19,2017-02-06,11.178,11.336,11.366,11.168,18374.0,601360
20,2017-02-07,11.277,11.425,11.435,11.277,20200.0,601360
21,2017-02-08,11.435,11.553,11.602,11.366,16496.0,601360
22,2017-02-09,11.494,11.602,11.632,11.494,19846.0,601360
23,2017-02-10,11.593,11.563,11.691,11.524,20569.0,601360
24,2017-02-13,11.563,11.691,11.81,11.524,19967.0,601360
25,2017-02-14,11.642,11.602,11.78,11.543,14123.0,601360
26,2017-02-15,11.602,11.464,11.672,11.395,16332.0,601360
27,2017-02-16,11.464,11.563,11.612,11.415,16065.0,601360
28,2017-02-17,11.573,11.632,11.76,11.494,18659.0,601360
29,2017-02-20,12.106,11.79,12.106,11.701,30233.0,601360
30,2017-02-21,11.8,11.721,11.82,11.662,35356.0,601360
31,2017-02-22,11.721,11.711,11.76,11.642,27226.0,601360
32,2017-02-23,11.731,11.81,11.829,11.652,24881.0,601360
33,2017-02-24,11.741,11.76,11.869,11.681,23030.0,601360
34,2017-02-27,11.691,11.405,11.741,11.385,40412.0,601360
35,2017-02-28,11.445,11.622,11.632,11.405,30898.0,601360
36,2017-03-01,11.642,11.602,11.76,11.573,26741.0,601360
37,2017-03-02,11.602,11.494,11.681,11.464,21266.0,601360
38,2017-03-03,11.504,11.642,11.652,11.454,18575.0,601360
39,2017-03-06,11.642,11.78,11.79,11.642,28832.0,601360
40,2017-03-07,11.76,11.82,11.849,11.691,27426.0,601360
41,2017-03-08,11.82,11.879,11.928,11.8,29106.0,601360
42,2017-03-09,11.879,11.721,11.938,11.672,28074.0,601360
43,2017-03-10,11.731,11.889,12.017,11.731,35881.0,601360
44,2017-03-13,11.889,11.898,11.938,11.691,25459.0,601360
45,2017-03-14,11.869,11.839,11.928,11.79,21404.0,601360
46,2017-03-15,11.82,11.672,11.82,11.642,19183.0,601360
47,2017-03-16,11.731,11.82,11.829,11.681,23411.0,601360
48,2017-03-17,11.82,11.79,11.938,11.76,32764.0,601360
49,2017-03-20,11.829,11.977,11.977,11.691,43991.0,601360
50,2017-03-21,11.968,11.869,11.987,11.829,25087.0,601360
51,2017-03-22,11.839,11.691,11.898,11.622,38552.0,601360
52,2017-03-23,11.672,11.583,11.76,11.484,43541.0,601360
53,2017-03-24,11.593,11.563,11.602,11.366,39315.0,601360
54,2017-03-27,11.553,11.573,11.593,11.504,23822.0,601360
55,2017-03-28,11.573,11.711,11.75,11.514,28444.0,601360
56,2017-03-29,11.8,11.543,12.421,11.435,71441.0,601360
57,2017-03-30,11.425,10.991,11.425,10.922,66491.0,601360
58,2017-03-31,11.011,10.981,11.04,10.853,33788.0,601360
59,2017-04-05,10.991,11.198,11.198,10.971,40438.0,601360
60,2017-04-06,11.139,11.149,11.237,11.129,28233.0,601360
61,2017-04-07,11.168,11.247,11.356,11.139,32686.0,601360
62,2017-04-10,11.306,11.237,11.395,11.198,34115.0,601360
63,2017-04-11,11.237,11.109,11.237,10.882,28365.0,601360
64,2017-04-12,11.06,11.04,11.149,11.03,26265.0,601360
65,2017-04-13,11.05,11.05,11.129,10.981,23933.0,601360
66,2017-04-14,11.05,10.892,11.089,10.882,28804.0,601360
67,2017-04-17,10.902,10.744,10.902,10.685,24588.0,601360
68,2017-04-18,10.695,10.458,10.744,10.448,34049.0,601360
69,2017-04-19,10.448,10.251,10.448,10.063,38262.0,601360
70,2017-04-20,10.241,10.142,10.261,9.945,34158.0,601360
71,2017-04-21,10.103,10.142,10.182,10.103,16353.0,601360
72,2017-04-24,10.162,9.856,10.162,9.846,24134.0,601360
73,2017-04-25,9.896,9.886,10.014,9.797,17556.0,601360
74,2017-04-26,9.886,9.925,10.004,9.886,17499.0,601360
75,2017-04-27,9.679,9.728,9.738,9.314,45561.0,601360
76,2017-04-28,9.708,9.807,9.817,9.629,19123.0,601360
77,2017-05-02,9.767,9.906,9.965,9.767,21240.0,601360
78,2017-05-03,9.886,9.846,9.975,9.787,18518.0,601360
79,2017-05-04,9.896,9.876,9.955,9.767,14334.0,601360
80,2017-05-05,9.817,9.787,9.906,9.767,8644.0,601360
81,2017-05-08,9.679,9.61,9.767,9.57,11833.0,601360
82,2017-05-09,9.649,9.669,9.718,9.531,12347.0,601360
83,2017-05-10,9.698,9.57,9.915,9.57,21534.0,601360
84,2017-05-11,9.5,9.35,9.68,9.17,18193.0,601360
85,2017-05-12,9.35,9.2,9.36,9.17,12899.0,601360
86,2017-05-15,9.23,9.15,9.33,9.08,14538.0,601360
87,2017-05-16,9.15,9.23,9.27,8.91,24147.0,601360
88,2017-05-17,9.25,9.28,9.4,9.2,22621.0,601360
89,2017-05-18,9.28,9.16,9.33,9.14,20660.0,601360
90,2017-05-19,9.16,9.07,9.2,9.0,12378.0,601360
91,2017-05-22,9.07,8.73,9.11,8.69,27896.0,601360
92,2017-05-23,8.76,8.36,8.76,8.35,21329.0,601360
93,2017-05-24,8.31,8.32,8.44,8.19,21949.0,601360
94,2017-05-25,8.3,8.47,8.54,8.22,18985.0,601360
95,2017-05-26,8.54,8.47,8.54,8.42,12588.0,601360
96,2017-05-31,8.53,8.51,8.64,8.51,12626.0,601360
97,2017-06-01,8.51,8.12,8.51,8.09,20506.0,601360
98,2017-06-02,8.1,8.29,8.34,7.96,19637.0,601360
99,2017-06-05,8.29,8.49,8.56,8.28,22888.0,601360
100,2017-06-06,8.52,8.49,8.52,8.39,10485.0,601360
101,2017-06-07,8.49,8.68,8.68,8.45,20603.0,601360
102,2017-06-08,8.7,8.79,8.94,8.7,37060.0,601360
103,2017-06-09,8.8,8.79,8.83,8.6,29698.0,601360
104,2017-11-07,9.67,9.67,9.67,9.67,586.0,601360
105,2017-11-08,10.64,10.64,10.64,10.64,681.0,601360
106,2017-11-09,11.7,11.7,11.7,11.7,1322.0,601360
107,2017-11-10,12.87,12.87,12.87,12.87,2278.0,601360
108,2017-11-13,14.16,14.16,14.16,14.16,1157.0,601360
109,2017-11-14,15.58,15.58,15.58,15.58,1800.0,601360
110,2017-11-15,17.14,17.14,17.14,17.14,1848.0,601360
111,2017-11-16,18.85,18.85,18.85,18.85,2215.0,601360
112,2017-11-17,20.74,20.74,20.74,20.74,3618.0,601360
113,2017-11-20,22.81,22.81,22.81,22.81,3837.0,601360
114,2017-11-21,25.09,25.09,25.09,25.09,4708.0,601360
115,2017-11-22,27.6,27.6,27.6,27.6,1911.0,601360
116,2017-11-23,30.36,30.36,30.36,30.36,5211.0,601360
117,2017-11-24,33.4,33.4,33.4,33.4,8320.0,601360
118,2017-11-27,36.74,36.74,36.74,36.74,6196.0,601360
119,2017-11-28,40.41,40.41,40.41,40.41,9674.0,601360
120,2017-11-29,44.45,44.45,44.45,44.45,5066.0,601360
121,2017-11-30,48.9,48.9,48.9,48.9,369838.0,601360
122,2017-12-01,49.5,52.97,53.79,48.93,1129262.0,601360
123,2017-12-04,47.67,47.67,47.67,47.67,75642.0,601360
124,2017-12-05,42.9,45.97,49.88,42.9,705846.0,601360
125,2017-12-06,45.21,46.96,47.19,43.74,439505.0,601360
126,2017-12-07,46.4,50.3,51.66,45.82,718457.0,601360
127,2017-12-08,50.3,49.91,52.83,49.28,506718.0,601360
128,2017-12-11,49.9,53.13,54.48,49.52,522658.0,601360
129,2017-12-12,53.0,50.09,53.31,47.95,503787.0,601360
130,2017-12-13,49.61,49.02,50.45,48.02,290827.0,601360
131,2017-12-14,48.6,48.72,49.64,47.5,267269.0,601360
132,2017-12-15,48.56,49.31,51.39,48.5,332170.0,601360
133,2017-12-18,49.0,44.47,49.0,44.38,422692.0,601360
134,2017-12-19,45.0,45.14,46.26,44.6,233763.0,601360
135,2017-12-20,45.5,45.97,46.2,42.9,287844.0,601360
136,2018-01-02,49.0,50.57,50.57,47.8,241170.0,601360
137,2018-01-03,53.0,55.63,55.63,52.61,180470.0,601360
138,2018-01-04,61.0,61.19,61.19,59.6,70242.0,601360
139,2018-01-05,66.5,55.42,66.5,55.07,726437.0,601360
140,2018-01-08,54.55,53.36,55.4,52.33,408043.0,601360
141,2018-01-09,53.0,52.53,53.1,51.34,283449.0,601360
142,2018-01-10,53.19,51.11,54.01,50.07,384935.0,601360
143,2018-01-11,50.93,52.52,53.75,49.03,390931.0,601360
144,2018-01-12,51.85,50.21,52.14,50.1,257433.0,601360
145,2018-01-15,48.62,47.05,49.2,46.27,271619.0,601360
146,2018-01-16,46.8,48.21,49.0,46.21,210860.0,601360
147,2018-01-17,47.2,48.27,49.86,46.91,202404.0,601360
148,2018-01-18,47.61,49.53,50.64,47.28,226986.0,601360
149,2018-01-19,49.42,47.94,50.0,47.71,182199.0,601360
150,2018-01-22,47.1,46.49,47.44,45.5,159429.0,601360
151,2018-01-23,46.6,46.39,47.3,45.86,102235.0,601360
152,2018-01-24,46.3,47.08,47.78,45.9,140041.0,601360
153,2018-01-25,46.9,46.12,47.5,46.06,124284.0,601360
154,2018-01-26,45.8,45.45,46.6,45.11,116791.0,601360
155,2018-01-29,46.2,48.64,49.8,45.6,246061.0,601360
156,2018-01-30,49.0,53.5,53.5,49.0,373994.0,601360
157,2018-01-31,55.0,51.26,55.88,51.2,372340.0,601360
158,2018-02-01,49.97,50.03,51.6,49.01,218725.0,601360
159,2018-02-02,54.0,55.03,55.03,52.02,254712.0,601360
160,2018-02-05,55.0,60.53,60.53,53.88,360255.0,601360
161,2018-02-06,58.7,54.48,60.45,54.48,349652.0,601360
162,2018-02-07,56.4,57.99,59.48,54.5,387676.0,601360
163,2018-02-08,56.88,57.17,60.89,55.15,367799.0,601360
164,2018-02-09,53.8,51.45,54.7,51.45,340304.0,601360
165,2018-02-12,52.5,52.29,53.5,51.45,184861.0,601360
166,2018-02-13,53.8,57.52,57.52,53.11,225142.0,601360
167,2018-02-14,61.5,63.24,63.27,60.0,404613.0,601360
168,2018-02-28,65.67,56.92,65.67,56.92,460849.0,601360
169,2018-03-01,52.7,52.44,53.8,51.23,464688.0,601360
170,2018-03-02,51.55,53.0,53.71,51.31,354064.0,601360
171,2018-03-05,52.18,51.12,52.58,48.7,343805.0,601360
172,2018-03-06,50.25,50.38,51.08,49.71,240848.0,601360
173,2018-03-07,50.48,47.92,51.4,47.18,362708.0,601360
174,2018-03-08,47.0,49.33,49.53,46.33,305957.0,601360
175,2018-03-09,49.0,49.91,50.65,47.8,317969.0,601360
176,2018-03-12,49.64,49.78,51.0,49.3,233254.0,601360
177,2018-03-13,49.77,53.91,54.76,48.11,478167.0,601360
178,2018-03-14,52.32,49.86,53.49,49.76,369627.0,601360
179,2018-03-15,48.0,48.22,49.0,47.46,224295.0,601360
180,2018-03-16,48.03,48.08,49.68,48.01,156063.0,601360
181,2018-03-19,47.51,47.0,48.0,46.51,169667.0,601360
182,2018-03-20,46.33,46.41,47.49,45.88,157512.0,601360
183,2018-03-21,46.92,47.64,49.45,46.71,249259.0,601360
184,2018-03-22,47.56,46.29,47.94,46.1,164294.0,601360
185,2018-03-23,43.07,41.66,44.19,41.66,253381.0,601360
186,2018-03-26,40.0,40.97,41.35,38.13,195209.0,601360
187,2018-03-27,41.52,41.73,42.8,41.51,176514.0,601360
188,2018-03-28,40.4,40.01,41.45,39.8,141033.0,601360
189,2018-03-29,40.45,40.73,40.81,40.04,117331.0,601360
190,2018-03-30,41.0,42.33,43.33,40.41,208848.0,601360
191,2018-04-02,41.7,41.23,42.59,41.02,168435.0,601360
192,2018-04-03,40.0,39.8,40.5,39.51,142003.0,601360
193,2018-04-04,41.9,41.46,43.7,41.31,252807.0,601360
194,2018-04-09,40.26,40.72,41.23,39.5,144267.0,601360
195,2018-04-10,40.9,41.5,42.26,40.12,158151.0,601360
196,2018-04-11,41.79,41.58,42.5,41.1,139162.0,601360
197,2018-04-12,41.3,40.86,42.1,40.8,110143.0,601360
198,2018-04-13,41.0,40.78,41.5,40.61,83574.0,601360
199,2018-04-16,40.0,40.01,40.49,39.51,107311.0,601360
200,2018-04-17,40.11,40.82,41.87,39.36,176185.0,601360
201,2018-04-18,40.95,42.71,43.2,40.5,255272.0,601360
202,2018-04-19,42.88,43.77,44.68,42.2,271649.0,601360
